web_name,Unnamed: 0,Unnamed: 1,minutes,total_points,was_home,opponent_team,appearances,target_home,gameweek,total_points_mean3,minutes_mean3,appearances_mean3,total_points_mean10,minutes_mean10,appearances_mean10,total_points_mean5,minutes_mean5,appearances_mean5,total_points_mean_all,minutes_sum_all,total_points_sum_all,was_home_sum_all,opponent_team_sum_all,appearances_sum_all,opponent_1,opponent_2,opponent_3,opponent_4,opponent_5,opponent_6,opponent_7,opponent_8,opponent_9,opponent_10,opponent_11,opponent_12,opponent_13,opponent_14,opponent_15,opponent_16,opponent_17,opponent_18,opponent_19,opponent_20,opponent_999,team_1,team_3,team_6,team_8,team_11,team_13,team_14,team_20,team_21,team_25,team_31,team_35,team_43,team_56,team_57,team_80,team_88,team_90,team_91,team_110,position_1,position_2,position_3,position_4,target
Martins Indi,561.0,34.0,90.0,0.0,0.0,16.0,1.0,1.0,34.0,1.0,90.0,1.0,2.6,89.6,1.0,1.0,90.0,1.0,2.875,2786.0,92.0,16.0,328.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0
David Luiz,569.0,34.0,81.0,8.0,0.0,6.0,1.0,1.0,34.0,3.333333333333333,87.0,1.0,2.5,89.1,1.0,2.8,88.2,1.0,3.741935483870968,2691.0,116.0,14.0,307.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
Anichebe,574.0,34.0,90.0,2.0,1.0,2.0,1.0,0.0,34.0,2.0,90.0,1.0,0.9,37.8,0.5,1.8,75.6,1.0,2.7058823529411766,1093.0,46.0,17.0,327.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Honeyman,586.0,34.0,36.0,1.0,1.0,2.0,1.0,0.0,34.0,0.3333333333333333,12.0,0.3333333333333333,0.2,4.8,0.2,0.2,7.2,0.2,0.8,157.0,4.0,15.0,299.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Calvert-Lewin,594.0,34.0,19.0,1.0,0.0,20.0,1.0,1.0,34.0,0.3333333333333333,6.333333333333332,0.3333333333333333,1.1,17.3,0.5,0.8,22.2,0.6,1.5,231.0,15.0,13.0,272.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Jesus,624.0,34.0,90.0,6.0,0.0,12.0,1.0,1.0,34.0,2.0,31.66666666666667,0.6666666666666666,0.7,10.9,0.3,1.2,19.0,0.4,4.571428571428571,298.0,32.0,6.0,147.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
Ndidi,627.0,34.0,90.0,3.0,0.0,19.0,1.0,1.0,34.0,2.333333333333333,90.0,1.0,3.4,80.1,0.9,2.0,70.2,0.8,3.0,1161.0,42.0,6.0,143.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
Evandro,629.0,34.0,45.0,1.0,1.0,18.0,1.0,0.0,34.0,0.3333333333333333,34.0,0.6666666666666666,0.3,17.3,0.4,0.4,28.4,0.6,1.3333333333333333,410.0,12.0,7.0,134.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Niang,636.0,34.0,90.0,2.0,1.0,9.0,1.0,0.0,34.0,2.0,85.66666666666667,1.0,2.9,86.2,1.0,3.8,85.0,1.0,3.2307692307692313,1011.0,42.0,7.0,136.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Ranocchia,637.0,34.0,90.0,8.0,1.0,18.0,1.0,0.0,34.0,6.666666666666668,90.0,1.0,3.7,90.0,1.0,6.4,90.0,1.0,3.8461538461538463,1015.0,50.0,6.0,128.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
Westwood,640.0,34.0,0.0,0.0,1.0,11.0,0.0,0.0,34.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.4,19.0,0.4,0.2,1.0,0.2,0.8333333333333334,204.0,5.0,4.0,129.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Ayew,641.0,34.0,90.0,5.0,1.0,14.0,1.0,0.0,34.0,2.6666666666666665,63.33333333333334,1.0,1.9,50.7,1.0,2.8,70.8,1.0,1.7272727272727273,507.0,19.0,5.0,115.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
Gabbiadini,642.0,34.0,68.0,2.0,0.0,9.0,1.0,1.0,34.0,2.6666666666666665,70.33333333333333,1.0,2.8,45.7,0.7,1.8,54.0,0.8,3.888888888888889,547.0,35.0,5.0,126.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
N'Diaye,643.0,34.0,90.0,2.0,1.0,18.0,1.0,0.0,34.0,1.6666666666666667,90.0,1.0,1.7,83.7,1.0,1.4,87.6,1.0,2.25,927.0,27.0,6.0,117.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Milivojevic,645.0,34.0,90.0,1.0,1.0,17.0,1.0,1.0,34.0,1.3333333333333333,90.0,1.0,2.7,88.8,1.0,3.0,87.6,1.0,2.4545454545454546,888.0,27.0,6.0,130.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Grosicki,646.0,34.0,89.0,3.0,1.0,18.0,1.0,0.0,34.0,2.333333333333333,89.66666666666669,1.0,3.3,75.7,1.0,3.8,80.2,1.0,3.0,836.0,36.0,6.0,117.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
